영화 코드,영화명,개봉일,영화장르,대표 제작국가,영화 감독 이름,제작사 코드
20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",20200929,공연,한국,,20203082
20204008,그린랜드,20200929,"액션,스릴러",미국,릭 로먼 워,
20190621,죽지않는 인간들의 밤,20200929,"코미디,스릴러",한국,신정원,"20156051,20139196"
20199816,담보,20200929,드라마,한국,강대규,"20100278,20111482,20110854,20141909"
20206588,극장판 미니특공대: 햄버거괴물의 습격,20200930,"애니메이션,액션",한국,이영준,20000384
20206062,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,20200930,애니메이션,일본,"유야마 쿠니히코,사카키바라 모토노리",
20202684,언힌지드,20201007,"스릴러,범죄",미국,데릭 보트,
20202502,애프터: 그 후,20201007,"멜로/로맨스,드라마",미국,로저 컴블,
20206362,"어디갔어, 버나뎃",20201008,"코미디,드라마",미국,리차드 링클레이터,
20183583,폰조,20201014,"범죄,드라마",미국,조쉬 트랭크,
20208393,극장판 요괴워치: 포에버 프렌즈,20201015,애니메이션,일본,타카하시 시게하루,
20194424,소리도 없이,20201015,"범죄,드라마",한국,홍의정,"20156868,20188121"
20181162,돌멩이,20201015,드라마,한국,김정식,20169408
20197121,삼진그룹 영어토익반,20201021,드라마,한국,이종필,20124216
20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,20201022,"애니메이션,액션,판타지",일본,스도 토모노리,
20196676,종이꽃,20201022,드라마,한국,고훈,"20100863,20101113"
20192271,부니베어: 원시시대 대모험,20201022,"애니메이션,판타지,어드벤처",중국,정량,
20208508,미스터트롯: 더 무비,20201022,공연,한국,전수경,20172421
20209304,다만 악에서 구하소서 파이널컷,20201028,액션,한국,홍원찬,2016841
20205980,테슬라,20201028,드라마,미국,마이클 알메레이다,
20192193,도굴,20201104,범죄,한국,박정배,20175685
20209370,킹덤 오브 헤븐: 디렉터스 컷,20201111,액션,영국,리들리 스콧,
20204432,애비규환,20201112,"드라마,코미디",한국,최하나,"20141655,20176244"
20206547,극장판 바이올렛 에버가든,20201112,"애니메이션,드라마,판타지",일본,이시다테 타이치,
20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,20201112,"애니메이션,뮤지컬,어드벤처",영국,,
20190582,내가 죽던 날,20201112,드라마,한국,박지완,"20205861,20218362"
20209650,택스 콜렉터,20201118,액션,미국,데이비드 에이어,
20208961,마리 퀴리,20201118,드라마,프랑스,마르잔 사트라피,
20200200,추억의 검정고무신,20201119,애니메이션,한국,송정율,20205722
20200294,런,20201120,"미스터리,스릴러",미국,아니쉬 차간티,
20181983,이웃사촌,20201125,"드라마,코미디",한국,이환경,"20139516,20189181"
20201123,프리키 데스데이,20201125,"코미디,공포(호러)",미국,크리스토퍼 랜던,
20209771,가나의 혼인잔치: 언약,20201126,"다큐멘터리,드라마",미국,,
20197853,잔칫날,20201202,"드라마,가족",한국,김록경,20187361
20200554,더 프롬,20201202,"코미디,뮤지컬",미국,라이언 머피,
20206710,파티마의 기적 ,20201203,드라마,미국,마르코 폰테코르보,
20200883,미드나이트 스카이,20201209,"드라마,판타지,SF",미국,조지 클루니,
20201002,조제,20201210,"멜로/로맨스,드라마",한국,김종관,20175501
20202366,800,20201210,"전쟁,액션",중국,관후,
20200936,리플레이,20201216,"드라마,뮤지컬",미국,데이비드 하인즈,
20201174,언플랜드,20201217,드라마,미국,"척 콘젤만,캐리 솔로몬",
20192567,원더 우먼 1984,20201223,"액션,어드벤처",미국,팻티 젠킨스,
20202128,100% 울프: 푸들이 될 순 없어,20201224,애니메이션,호주,알렉스 스타더만,
20209538,썸머 85,20201224,"멜로/로맨스,드라마",기타,프랑수아 오종,
20202647,나이팅게일,20201230,스릴러,호주,제니퍼 켄트,
20202703,뱅가드,20201230,액션,중국,당계례,
20202130,빅풋 주니어2: 패밀리가 떴다,20210106,애니메이션,기타,"벤 스타센,제레미 드그루손",
20202931,완벽한 가족,20210106,드라마,미국,로저 미첼,
20200512,미스터 존스,20210107,"드라마,스릴러",폴란드,아그네츠카 홀란드,
20182674,걸,20210107,드라마,독일,루카스 돈트,
20078386,블라인드,20210114,"드라마,멜로/로맨스",네덜란드,타마르 반 덴 도프,
20197277,#아이엠히어,20210114,"멜로/로맨스,코미디",프랑스,에릭 라티고,
20198056,아이 엠 우먼,20210114,"드라마,멜로/로맨스",호주,문은주,
20203689,마이 미씽 발렌타인,20210114,"멜로/로맨스,코미디",기타,진옥훈,
20207443,소울,20210120,애니메이션,미국,피트 닥터,"20101412,20104491"
20202540,커넥트,20210120,"공포(호러),미스터리",미국,제이콥 체이스,
20202924,파힘,20210121,드라마,프랑스,피에르 프랑소와 마틴 라발,
20201649,명탐정 코난: 진홍의 수학여행,20210127,애니메이션,일본,야마모토 야스이치로,
20201022,북스마트,20210127,코미디,미국,올리비아 와일드,
20215041,토이 솔져스: 가짜사나이2 더 컴플리트,20210127,다큐멘터리,한국,오윤동,20203082
20200703,극장판 귀멸의 칼날: 무한열차편,20210127,애니메이션,일본,소토자키 하루오,
20209926,세자매,20210127,드라마,한국,이승원,20188541
20198053,나는 나를 해고하지 않는다,20210128,드라마,한국,이태겸,"20174882,20188001"
20202792,스트레스 제로,20210203,애니메이션,한국,이대희,"20122976,20203884"
20215301,어니스트 씨프,20210203,"액션,범죄,드라마",미국,마크 윌리엄스,
20204333,페어웰,20210204,"가족,드라마",미국,룰루 왕,
20209627,아이,20210210,드라마,한국,김현탁,"20124237,20139999"
20190323,새해전야,20210210,"멜로/로맨스,코미디",한국,홍지영,20100340
20203009,드림빌더,20210210,"애니메이션,어드벤처,가족,판타지",기타,,
20214981,몬스터 헌터,20210210,"액션,어드벤처",미국,폴 W.S. 앤더슨,
20215810,송가인 더 드라마 ,20210211,공연,한국,"이태슬,김성윤",20216782
20202812,마리오네트,20210217,"미스터리,스릴러",네덜란드,앨버트 반 스트리엔,
20199541,미션 파서블,20210217,"코미디,액션",한국,김형주,20190721
20200311,더블패티,20210217,드라마,한국,백승환,20156848
20214848,퍼펙트 케어,20210219,"범죄,스릴러",미국,J 블레이크슨,
20215843,카오스 워킹,20210224,어드벤처,미국,더그 라이만,
20215221,더 레이서,20210224,드라마,기타,키에론 J 월쉬,
20209013,워 위드 그랜파,20210224,코미디,미국,팀 힐,
20202555,톰과 제리,20210224,애니메이션,미국,팀 스토리,
20198663,고백,20210224,"드라마,범죄",한국,서은영,20157129
20216583,루시드 드림,20210302,"판타지,드라마,코미디",홍콩,,
20205144,미나리,20210303,드라마,미국,정이삭,
20200263,라야와 마지막 드래곤,20210304,"애니메이션,액션,어드벤처",미국,"돈 홀,카를로스 로페즈 에스트라다",
20215056,아이 씨 유,20210311,"스릴러,공포(호러),범죄",영국,아담 랜달,
20216022,웨이 다운,20210311,"액션,어드벤처,범죄",스페인,하우메 발라게로,
20216051,리스타트,20210311,액션,미국,조 카나한,
20216069,모리타니안,20210317,"스릴러,드라마",미국,케빈 맥도널드,
20216361,브레이브 언더 파이어,20210317,액션,러시아,,
20216768,몬테크리스토: 더 뮤지컬 라이브,20210319,공연,한국,오윤동,20203082
20216673,더 박스,20210324,드라마,한국,양정웅,20169408
20216432,최면,20210324,"공포(호러),스릴러",한국,최재훈,20111081
20215850,고질라 VS. 콩,20210325,액션,미국,아담 윈가드,
20190683,아무도 없는 곳,20210331,드라마,한국,김종관,20175501
20205155,"조제, 호랑이 그리고 물고기들",20210331,애니메이션,일본,타무라 코타로,
20197434,자산어보,20210331,"사극,드라마",한국,이준익,20100207
20214847,해길랍,20210331,멜로/로맨스,기타,채밀결,
20200065,더 파더,20210407,드라마,영국,플로리안 젤러,
20215803,타인의 친절,20210407,드라마,영국,론 쉐르픽,
20216492,노바디,20210407,"액션,코미디",미국,일리야 나이슐러,
20216523,모탈 컴뱃,20210408,"액션,어드벤처,판타지",미국,,
20215046,노매드랜드,20210415,드라마,미국,클로이 자오,
20199630,어른들은 몰라요,20210415,드라마,한국,이환,20191641
20183003,서복,20210415,"드라마,액션",한국,이용주,"20110854,20100781"
20216710,명탐정 코난: 비색의 탄환,20210416,애니메이션,일본,나가오카 치카,
20194501,내일의 기억,20210421,"미스터리,스릴러",한국,서유민,"20169812,20122534"
20216703,더 스파이,20210428,스릴러,미국,도미닉 쿡,
20217278,마크맨,20210428,액션,미국,로버트 로렌즈,
20193068,비와 당신의 이야기,20210428,"드라마,멜로/로맨스",한국,조진모,20140743
20216908,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,"애니메이션,액션,어드벤처",영국,,
20217551,내가 죽기를 바라는 자들,20210505,"범죄,스릴러",미국,테일러 쉐리던,
20217174,극장판 콩순이: 장난감나라 대모험,20210505,애니메이션,한국,이선명,20217163
20202585,크루즈 패밀리: 뉴 에이지,20210505,"애니메이션,코미디,어드벤처",미국,조엘 크로포드,
20214763,내겐 너무 소중한 너,20210512,드라마,한국,"이창원,권성모","20216401,20100066"
20200524,아들의 이름으로,20210512,"드라마,스릴러",한국,이정국,20050075
20217484,스파이럴,20210512,스릴러,헝가리,대런 린 보우즈만,
20217478,도라에몽: 스탠바이미 2,20210519,애니메이션,일본,야기 류이치,
20205041,분노의 질주: 더 얼티메이트,20210519,액션,미국,저스틴 린,
20216362,크루엘라,20210526,"드라마,범죄,코미디",미국,크레이그 질레스피,
20217573,굴뚝마을의 푸펠,20210526,"애니메이션,판타지",일본,,
20217500,보이저스,20210526,"SF,어드벤처,스릴러",미국,닐 버거,
20194461,파이프라인,20210526,범죄,한국,유하,20156929
20216083,프로페서 앤 매드맨,20210602,"드라마,미스터리,스릴러",미국,P.B. 셰므란,
20217707,뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,애니메이션,일본,카키모토 코다이,
20217736,컨저링3: 악마가 시켰다,20210603,"공포(호러),미스터리,스릴러",미국,마이클 차베즈,
20217651,캐시트럭,20210609,액션,미국,가이 리치,
20217692,아야와 마녀,20210610,애니메이션,일본,미야자키 고로,
20202477,플래시백,20210610,"드라마,스릴러",캐나다,,
20216581,사랑하고 사랑받고 차고 차이고,20210616,"드라마,멜로/로맨스",일본,미키 타카히로,
20204261,콰이어트 플레이스 2,20210616,스릴러,미국,존 크래신스키,
20218240,여고괴담 여섯번째 이야기 : 모교,20210617,"미스터리,공포(호러)",한국,이미영,20100025
20216685,루카,20210617,"애니메이션,어드벤처,코미디",미국,엔리코 카사로사,
20217950,킬러의 보디가드 2,20210623,"액션,코미디,범죄",미국,패트릭 휴즈,
20192696,발신제한,20210623,"스릴러,액션",한국,김창주,"20100781,20110854"
20200416,크레센도,20210624,드라마,독일,드로르 자하비,
20198161,미드나이트,20210630,스릴러,한국,권오승,20101149
20204790,인 더 하이츠,20210630,"뮤지컬,드라마",미국,존 추,
20218345,괴기맨숀,20210630,공포(호러),한국,조바른,20124237
20218006,체르노빌 1986,20210630,"액션,스릴러",러시아,다닐라 코즈로브스키,
20191951,블랙 위도우,20210707,"액션,어드벤처,SF",미국,케이트 쇼트랜드,
20217024,오필리아,20210714,"멜로/로맨스,드라마",미국,클레어 맥카시,
20218348,이스케이프 룸 2: 노 웨이 아웃,20210714,"액션,공포(호러),스릴러",미국,애덤 로비텔,
20218364,랑종,20210714,"공포(호러),스릴러,드라마",한국,반종 피산다나쿤,20217643
20218333,꽃다발 같은 사랑을 했다,20210714,멜로/로맨스,일본,도이 노부히로,
20217490,스페이스 잼: 새로운 시대,20210715,"애니메이션,어드벤처,코미디",미국,말콤 D. 리,
20218391,보스 베이비 2,20210721,"애니메이션,코미디,어드벤처",미국,톰 맥그라스,
20218567,아이스 로드,20210721,스릴러,미국,조나단 헨스라이,
20200237,호스트: 접속금지,20210721,공포(호러),영국,롭 새비지,
20218420,은혼 더 파이널,20210722,애니메이션,일본,,
20204117,모가디슈,20210728,"액션,드라마",한국,류승완,"20160941,20100374,20186561"
20202185,방법: 재차의,20210728,"미스터리,스릴러",한국,김용완,"20203941,20110854,20161961,20114792"
20218349,정글 크루즈,20210728,"액션,어드벤처",미국,자움 콜렛 세라,
20218815,블랙핑크 더 무비,20210804,공연,한국,"오윤동,정수이",20203082
20217845,더 수어사이드 스쿼드,20210804,"액션,어드벤처,판타지,미스터리,SF",미국,제임스 건,
20218875,극장판 도라에몽: 진구의 신공룡,20210805,"애니메이션,어드벤처",일본,이마이 카즈아키,
20218834,그린 나이트,20210805,"어드벤처,드라마,판타지",미국,데이빗 로워리,
20192986,프리 가이 ,20210811,"액션,어드벤처",미국,숀 레비,
20196270,싱크홀,20210811,코미디,한국,김지훈,20063209
20219381,퍼피 구조대 더 무비,20210818,애니메이션,미국,캘런 브런커,
20192194,인질,20210818,"액션,스릴러",한국,필감성,"20100374,20218182"
20218392,올드,20210818,"공포(호러),스릴러",미국,M. 나이트 샤말란,
20218653,귀문,20210825,"미스터리,스릴러,공포(호러)",한국,심덕근,"20123795,20100128"
20218985,레미니센스,20210825,"SF,미스터리,멜로/로맨스",미국,리사 조이,
20219331,여름날 우리,20210825,"코미디,멜로/로맨스",중국,한톈,
20218904,코다,20210831,드라마,프랑스,션 헤이더,
20219822,맨 인 더 다크 2,20210901,"공포(호러),스릴러",미국,로도 사야구에즈,
20217742,샹치와 텐 링즈의 전설,20210901,"액션,어드벤처,판타지",미국,데스틴 다니엘 크리튼,
20219185,건파우더 밀크셰이크,20210908,액션,프랑스,나봇 파푸샤도,
20216801,"극장판 포켓몬스터: 정글의 아이, 코코",20210915,애니메이션,일본,야지마 테츠오,
20200474,기적,20210915,드라마,한국,이장훈,20154810
20218604,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,20210915,애니메이션,일본,쿄고쿠 타카히코,
20219311,말리그넌트,20210915,"스릴러,미스터리",미국,제임스 완,
20190815,보이스,20210915,"범죄,액션",한국,"김선,김곡",20100340
20219770,캔디맨,20210922,"미스터리,공포(호러)",미국,니아 다코스타,
20219826,용과 주근깨 공주,20210929,"애니메이션,어드벤처,드라마",일본,호소다 마모루,
20191061,007 노 타임 투 다이,20210929,액션,미국,캐리 후쿠나가,
20218758,수색자,20210929,스릴러,한국,김민섭,20050215
20210168,F20,20211006,스릴러,한국,홍은미,"20114875,20218241"
20218052,베놈 2: 렛 데어 비 카니지,20211013,"액션,SF,스릴러",미국,앤디 서키스,
20200302,십개월의 미래 ,20211014,드라마,한국,남궁선,20199901
20203824,노회찬6411,20211014,다큐멘터리,한국,민환기,"20100545,20218281,20218282"
20210087,듄,20211020,SF,미국,드니 빌뇌브,
20219115,라스트 듀얼: 최후의 결투,20211020,"액션,스릴러",미국,리들리 스콧,
20210865,고장난 론,20211027,애니메이션,미국,"사라 스미스,장 필립 바인,옥타비오 E. 로드리게즈",
20210662,애프터: 관계의 함정,20211027,멜로/로맨스,미국,캐스틸 랜던,
20210682,바다 탐험대 옥토넛 : 육지수호 대작전,20211027,"애니메이션,액션,어드벤처",영국,,
20210587,아네트,20211027,"드라마,뮤지컬,멜로/로맨스",프랑스,레오스 카락스,
20218256,이터널스,20211103,"액션,어드벤처,드라마",미국,클로이 자오,
20210262,세버그,20211104,"드라마,스릴러",미국,,
20210937,아담스 패밀리 2,20211110,"애니메이션,코미디,가족",미국,"그렉 티어넌,콘래드 베논",
20203286,강릉,20211110,"범죄,액션",한국,윤영빈,"20217061,20217062,20188142,20142369"
20210301,귀멸의 칼날: 남매의 연,20211110,애니메이션,일본,소토자키 하루오,
20211313,"틱, 틱... 붐!",20211112,"드라마,뮤지컬",미국,린-마누엘 미란다,
20210244,디어 에반 핸슨,20211117,"뮤지컬,드라마",미국,스티븐 크보스키,
20211261,귀멸의 칼날: 나타구모산 편,20211117,애니메이션,일본,소토자키 하루오,
20191243,장르만 로맨스,20211117,"드라마,코미디",한국,조은지,20160281
20210600,프렌치 디스패치,20211118,"코미디,드라마,멜로/로맨스",미국,웨스 앤더슨,
20210864,엔칸토: 마법의 세계,20211124,애니메이션,미국,"바이론 하워드,자레드 부시,채리스 카스트로 스미스",
20196264,유체이탈자,20211124,"판타지,액션",한국,윤재근,"20138935,20122494"
20205986,연애 빠진 로맨스,20211124,"멜로/로맨스,코미디",한국,정가영,"20110854,20228853"
20211157,앰뷸런스,20211125,스릴러,이탈리아,,
20196763,고스트버스터즈 라이즈,20211201,"어드벤처,미스터리,액션",미국,제이슨 라이트맨,
20210663,라스트 나잇 인 소호,20211201,"공포(호러),스릴러,미스터리",미국,에드가 라이트,
20211271,귀멸의 칼날: 주합회의·나비저택 편,20211201,애니메이션,일본,소토자키 하루오,
20183772,태일이,20211201,애니메이션,한국,홍준표,"20100545,20218481,20218361,20190561,20218461"
20211413,몬스타엑스 : 더 드리밍,20211208,다큐멘터리,한국,오윤동,20203082
20212015,돈 룩 업,20211208,"코미디,드라마,SF",미국,아담 맥케이,
20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,20211209,"애니메이션,액션,판타지",일본,카와노 아야코,
20210028,스파이더맨: 노 웨이 홈,20211215,"액션,어드벤처,SF",미국,존 왓츠,
20211281,매트릭스: 리저렉션,20211222,"액션,SF",미국,라나 워쇼스키,
20194403,킹스맨: 퍼스트 에이전트,20211222,액션,미국,매튜 본,
20211768,신데렐라 2: 마법에 걸린 왕자,20211222,"애니메이션,판타지,어드벤처",미국,앨리스 블레하트,
20218415,드라이브 마이 카,20211223,드라마,일본,하마구치 류스케,
20218390,램,20211229,공포(호러),기타,발디마르 요한손,
20217807,해피 뉴 이어,20211229,"멜로/로맨스,드라마",한국,곽재용,2016841
20199882,경관의 피,20220105,"범죄,드라마",한국,이규만,20141613
20218764,씽2게더,20220105,애니메이션,미국,가스 제닝스,
20211735,원샷,20220110,"액션,전쟁",영국,제임스 넌,
20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,20220112,공연,한국,,20063188
20192354,특송,20220112,"범죄,액션",한국,박대민,20111289
20193082,웨스트 사이드 스토리,20220112,"드라마,뮤지컬",미국,스티븐 스필버그,
20211241,클리포드 더 빅 레드 독,20220112,"어드벤처,드라마,가족",미국,월트 벡커,20104469
20211177,하우스 오브 구찌,20220112,"범죄,드라마,스릴러",미국,리들리 스콧,
20212672,레지던트 이블: 라쿤시티,20220119,"액션,공포(호러)",미국,요하네스 로버츠,
20219626,어나더 라운드,20220119,"코미디,드라마",기타,토마스 빈터베르그,
20223398,장민호 드라마 최종회,20220124,공연,한국,,"20063188,20204721"
20201965,해적: 도깨비 깃발,20220126,"어드벤처,액션,코미디",한국,김정훈,"20169190,20205861"
20188441,킹메이커,20220126,드라마,한국,변성현,20188261
20212952,극장판 안녕 자두야: 제주도의 비밀,20220127,애니메이션,한국,손석우,20169708
20205443,나일 강의 죽음,20220209,"범죄,드라마,미스터리",미국,케네스 브래너,
20219245,만년이 지나도 변하지 않는 게 있어,20220209,"멜로/로맨스,액션,공포(호러),코미디,판타지",대만,구파도,
20212836,355,20220209,액션,미국,사이먼 킨버그,
20205261,나의 촛불,20220210,다큐멘터리,한국,"김의성,주진우",20228844
20223302,리코리쉬 피자,20220216,"멜로/로맨스,드라마",미국,폴 토마스 앤더슨,
20211200,언차티드,20220216,"액션,어드벤처",미국,루벤 플레셔,
20223308,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출	,20220217,"애니메이션,액션,어드벤처",영국,,
20223278,극장판 주술회전 0,20220217,애니메이션,일본,박성후,
20212741,안테벨룸,20220223,"미스터리,스릴러",미국,"제라드 부시,크리스토퍼 렌즈",
20223743,나이트메어 앨리,20220223,"범죄,드라마,스릴러",미국,기예르모 델 토로,
20212708,시라노,20220223,"멜로/로맨스,뮤지컬,드라마",미국,조 라이트,
20208006,인민을 위해 복무하라,20220223,"멜로/로맨스,드라마",한국,장철수,"20140511,20142369"
20212973,더 배트맨,20220301,"액션,범죄,드라마",미국,맷 리브스,
20223828,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,20220309,애니메이션,일본,나가사키 켄지,
20223953,블랙라이트,20220309,"액션,스릴러",미국,마크 윌리엄스,
20190299,이상한 나라의 수학자,20220309,드라마,한국,박동훈,20123320
20223676,문폴,20220316,"액션,드라마,스릴러,SF,어드벤처",미국,롤랜드 에머리히,
20216064,하늘의 푸르름을 아는 사람이여,20220316,"애니메이션,판타지,멜로/로맨스",일본,나가이 타츠유키,
20223950,메리 미,20220316,"멜로/로맨스,코미디",미국,캣 코이로,
20210541,스펜서,20220316,드라마,영국,파블로 라라인,
20223404,에펠,20220323,"멜로/로맨스,드라마",프랑스,마르탱 부르불롱,
20223583,벨파스트,20220323,드라마,미국,케네스 브래너,
20199500,뜨거운 피,20220323,"범죄,드라마",한국,천명관,20199861
20224069,뱅드림! 팝핀' 드림!,20220324,애니메이션,일본,카키모토 코다이,
20224143,킹 리차드,20220324,"가족,드라마",미국,레이날도 마르쿠스 그린,
20200418,배니싱: 미제사건,20220330,"범죄,스릴러",프랑스,드니 데르쿠르,
20204431,모비우스,20220330,"액션,어드벤처,드라마",미국,다니엘 에스피노사,
20223403,극장판 시그널,20220331,"드라마,범죄",일본,하시모토 하지메,
20219344,패러렐 마더스,20220331,"멜로/로맨스,스릴러",스페인,페드로 알모도바르,
20212618,수퍼 소닉2,20220406,"애니메이션,액션,어드벤처,코미디,가족,판타지,SF",미국,제프 파울러,20104469
20212724,앰뷸런스,20220406,"액션,범죄",미국,마이클 베이,
20196906,스텔라,20220406,"코미디,드라마",한국,권수경,20188142
20223614,루이스 웨인: 사랑을 그린 고양이 화가,20220406,"드라마,멜로/로맨스",미국,,
20217298,불도저에 탄 소녀,20220407,드라마,한국,박이웅,20217162
20212725,신비한 동물들과 덤블도어의 비밀,20220413,"어드벤처,가족,판타지",미국,데이빗 예이츠,
20219310,말임씨를 부탁해,20220413,드라마,한국,박경목,"20137915,20190282"
20196669,앵커,20220420,스릴러,한국,정지연,"20101693,20140742,20100807"
20224142,세븐틴 파워 오브 러브 : 더 무비,20220420,"공연,다큐멘터리",한국,오윤동,20203082
20212783,로스트 시티,20220420,"액션,코미디,멜로/로맨스,어드벤처",미국,,
20204845,공기살인,20220422,드라마,한국,조용선,"20217723,20139196"
20217769,봄날,20220427,"드라마,액션",한국,이돈구,20124237
20217982,서울괴담,20220427,공포(호러),한국,홍원기,"20229042,20141469"
20178501,니 부모 얼굴이 보고 싶다,20220427,드라마,한국,김지훈,"20063209,20124236,20173642"
20210962,우연과 상상,20220504,"드라마,멜로/로맨스",일본,하마구치 류스케,
20223388,토르: 마법 검의 전설,20220504,"애니메이션,판타지,액션,어드벤처",독일,,
20224270,배드 가이즈,20220504,"애니메이션,범죄,액션",미국,피에르 페리펠,
20212855,닥터 스트레인지: 대혼돈의 멀티버스,20220504,"액션,어드벤처,판타지",미국,샘 레이미,
20224148,극장판 엉덩이 탐정: 수플레 섬의 비밀,20220505,애니메이션,일본,자코 아키후미,
20223991,어부바,20220511,가족,한국,최종학,"20218381,20155509"
20224223,엄마,20220511,스릴러,미국,아이리스 심,
20223940,민스미트 작전,20220511,"드라마,전쟁",미국,존 매든,
20204548,범죄도시2,20220518,"범죄,액션",한국,이상용,"20229048,20063279,20138935"
20211568,"아치의 노래, 정태춘",20220518,다큐멘터리,한국,고영재,20063002
20224634,그대가 조국,20220525,다큐멘터리,한국,이승준,20228985
20217334,안녕하세요,20220525,드라마,한국,차봉주,"20228961,20228962"
20224304,피는 물보다 진하다,20220525,액션,한국,김희성,20217101
20143441,몬스터 싱어: 매직 인 파리,20220526,"애니메이션,뮤지컬,어드벤처",프랑스,비보 베르즈롱,
20225055,뜨거운 피: 디 오리지널,20220526,"액션,범죄",한국,천명관,20199861
20211382,오마주,20220526,드라마,한국,신수원,20142791
20210590,카시오페아,20220601,드라마,한국,신연식,20101097
20206061,쥬라기 월드: 도미니언,20220601,"액션,어드벤처",미국,콜린 트레보로우,
20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,20220601,애니메이션,일본,유야마 쿠니히코,
20224891,특수요원 빼꼼,20220601,애니메이션,중국,장양,
20224468,애프터 양,20220601,"드라마,SF",미국,코고나다,
20206257,브로커,20220608,드라마,한국,고레에다 히로카즈,20100450
20210843,실종,20220615,스릴러,일본,,
20223839,버즈 라이트이어,20220615,"애니메이션,액션,어드벤처",미국,앵거스 맥클레인,
20224882,마녀(魔女) Part2. The Other One,20220615,액션,한국,박훈정,"20161022,20161781,20101149"
20224757,룸 쉐어링,20220622,드라마,한국,이순성,20228870
20194376,탑건: 매버릭,20220622,액션,미국,조셉 코신스키,
20225114,극장판 윌벤져스 : 수상한 캠핑 대소동,20220623,애니메이션,한국,"신창환,류정우",20156248
20209654,헤어질 결심,20220629,"미스터리,멜로/로맨스",한국,박찬욱,20100357
20212317,컴온 컴온,20220630,드라마,미국,마이크 밀스,
19978805,큐어,20220706,공포(호러),일본,구로사와 기요시,
20211321,빅샤크4: 바다공룡 대모험,20220706,어드벤처,중국,,
20224662,토르: 러브 앤 썬더,20220706,"액션,어드벤처,판타지",미국,타이카 와이티티,
20225180,뒤틀린 집,20220713,"공포(호러),드라마,스릴러",한국,강동헌,20229125
20225237,명탐정 코난: 할로윈의 신부,20220713,애니메이션,일본,미츠나카 스스무,
20225186,더 킬러: 죽어도 되는 아이,20220713,액션,한국,최재훈,"20217061,20187041"
20225175,엘비스,20220713,드라마,미국,바즈 루어만,
20224791,그레이 맨,20220713,"액션,스릴러",미국,"안소니 루소,조 루소",
20225293,썸머 필름을 타고!,20220720,기타,일본,마츠모토 소우시,
20208446,외계+인 1부,20220720,"액션,판타지,SF",한국,최동훈,20062083
20205362,미니언즈2,20220720,"애니메이션,어드벤처,코미디",미국,카일 발다,
20209343,한산: 용의 출현,20220727,"액션,드라마",한국,김한민,20123063
20225190,뽀로로 극장판 드래곤캐슬 대모험,20220728,애니메이션,한국,"강승훈,윤제완",20020113
20196410,비상선언,20220803,드라마,한국,한재림,"20141519,20123218,20142551"
20226107,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,20220803,애니메이션,일본,야마구치 스스무,
20224965,DC 리그 오브 슈퍼-펫,20220810,"애니메이션,액션,어드벤처",미국,"자레드 스턴,샘 레빈",
20211792,헌트,20220810,"액션,드라마",한국,이정재,"20157708,20122737"
20226034,바다 탐험대 옥토넛 : 탐험선 대작전,20220811,"애니메이션,액션,어드벤처",영국,,
20219345,놉,20220817,"미스터리,공포(호러)",미국,조던 필,
20058559,리볼버,20220818,"범죄,드라마",영국,가이 리치,
20217826,육사오(6/45),20220824,코미디,한국,박규태,"20100781,20100123"
20225448,불릿 트레인,20220824,액션,미국,데이빗 레이치,
20225892,시맨틱 에러: 더 무비,20220831,멜로/로맨스,한국,김수정,20192461
20208721,리미트,20220831,"범죄,스릴러",한국,이승준,"20204403,20218341,20142369"
20215601,공조2: 인터내셔날,20220907,"액션,코미디",한국,이석훈,"20100278,20110854"
20226879,인생은 뷰티풀: 비타돌체,20220907,"다큐멘터리,공연",한국,"김선형,오윤동",20203082
20212709,블랙폰,20220907,공포(호러),미국,스콧 데릭슨,
20226125,"어쩌다 공주, 닭냥이 왕자를 부탁해!",20220908,"애니메이션,판타지,어드벤처",프랑스,줄리앙 프루네,
20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,20220908,애니메이션,한국,정길훈,20157651
20226864,비스트,20220914,"공포(호러),드라마",미국,발타자르 코루마쿠르,
20196776,프린세스 아야,20220921,"판타지,뮤지컬",한국,이성강,"20111552,20140808"
20226957,아바타 리마스터링,20220921,"SF,어드벤처,액션,전쟁",미국,제임스 카메론,
20211472,늑대사냥,20220921,"액션,범죄",한국,김홍선,"20228982,20111361"
20226751,극장판 5등분의 신부,20220922,"애니메이션,드라마",일본,진보 마사토,
20198317,인생은 아름다워,20220928,뮤지컬,한국,최국희,20124216
