영화대표코드,제목,개봉일,해당일자 상영작 대비 해당영화 매출비율,누적 매출액,누적 관객수,상영시작일,상영종료일,상영연도,상영월,지역
20176917,램페이지,2018-04-12,1.6,2947480746,325805,2018-04-23,2018-04-29,2018,4,서울시
20170443,스타워즈: 라스트 제다이,2017-12-14,2.0,3253329661,325647,2017-12-25,2017-12-31,2017,12,서울시
20235253,외계+인 2부,2024-01-10,4.0,3266765412,324593,2024-01-29,2024-02-04,2024,"1, 2",서울시
20212973,더 배트맨,2022-03-01,2.4,3487552010,322566,2022-04-04,2022-04-10,2022,4,서울시
20192399,1917,2020-02-19,2.6,3091081340,322466,2020-05-11,2020-05-17,2020,5,서울시
20178581,오리엔트 특급 살인,2017-11-29,3.1,2560136263,319152,2017-12-11,2017-12-17,2017,12,서울시
20201965,해적: 도깨비 깃발,2022-01-26,1.1,2824133630,316615,2022-03-28,2022-04-03,2022,"3, 4",서울시
20178781,사라진 밤,2018-03-07,5.4,2537318616,304318,2018-03-19,2018-03-25,2018,3,서울시
20199816,담보,2020-09-29,2.0,2661324520,302275,2020-11-02,2020-11-08,2020,11,서울시
20168250,골든슬럼버,2018-02-14,8.6,2566899898,302122,2018-02-19,2018-02-25,2018,2,서울시
20194403,킹스맨: 퍼스트 에이전트,2021-12-22,1.7,3076802490,301364,2022-01-31,2022-02-06,2022,"1, 2",서울시
20162343,악녀,2017-06-08,2.1,2520236544,301254,2017-06-26,2017-07-02,2017,"6, 7",서울시
20192240,작은 아씨들,2020-02-12,2.4,2599485600,298379,2020-03-23,2020-03-29,2020,3,서울시
20190815,보이스,2021-09-15,0.4,2941059240,297485,2021-11-01,2021-11-07,2021,11,서울시
20198317,인생은 아름다워,2022-09-28,0.8,2803275148,295458,2022-11-14,2022-11-20,2022,11,서울시
20172603,부라더,2017-11-02,3.2,2414496798,294229,2017-11-13,2017-11-19,2017,11,서울시
20150969,궁합,2018-02-28,10.5,2356713338,292503,2018-03-05,2018-03-11,2018,3,서울시
20184481,성난황소,2018-11-22,1.6,2484982937,288930,2018-12-03,2018-12-09,2018,12,서울시
20182447,클로젯,2020-02-05,1.4,2565316780,288097,2020-02-24,2020-03-01,2020,"2, 3",서울시
20247440,슈퍼배드 4,2024-07-24,6.3,2771460280,287786,2024-08-05,2024-08-11,2024,8,서울시
20150971,해빙,2017-03-01,1.4,2442121922,284860,2017-03-13,2017-03-19,2017,3,서울시
20171090,베이비 드라이버,2017-09-14,0.5,2392750214,284180,2017-10-02,2017-10-08,2017,10,서울시
20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,0.7,2922557778,281158,2023-11-20,2023-11-26,2023,11,서울시
20196655,존 윅 3: 파라벨룸,2019-06-26,1.8,2456342612,280892,2019-07-08,2019-07-14,2019,7,서울시
20185784,나의 특별한 형제,2019-05-01,0.6,2331313204,279925,2019-05-20,2019-05-26,2019,5,서울시
20153447,바람 바람 바람,2018-04-05,0.4,2296141375,276695,2018-04-23,2018-04-29,2018,4,서울시
20203557,그녀가 죽었다,2024-05-15,1.8,2713675929,276349,2024-06-10,2024-06-16,2024,6,서울시
20226500,달짝지근해: 7510,2023-08-15,2.1,2701753644,273361,2023-09-18,2023-09-24,2023,9,서울시
20174603,퍼시픽 림: 업라이징,2018-03-21,5.0,2414675595,269198,2018-03-26,2018-04-01,2018,"3, 4",서울시
20183002,해치지않아,2020-01-15,2.1,2352770160,268470,2020-01-27,2020-02-02,2020,"1, 2",서울시
20232740,바비,2023-07-19,0.9,2711883562,268060,2023-08-21,2023-08-27,2023,8,서울시
20166384,하루,2017-06-15,3.5,2218440342,266374,2017-06-26,2017-07-02,2017,"6, 7",서울시
20198482,드림,2023-04-26,1.2,2603275666,260271,2023-05-15,2023-05-21,2023,5,서울시
20183238,스파이더맨: 뉴 유니버스,2018-12-12,1.3,2248662516,256558,2019-01-07,2019-01-13,2019,1,서울시
20151003,장산범,2017-08-17,3.9,2126794283,254370,2017-08-28,2017-09-03,2017,"8, 9",서울시
20234114,괴물,2023-11-29,2.2,2531055783,251652,2024-01-29,2024-02-04,2024,"1, 2",서울시
20192721,캣츠,2019-12-24,1.5,2167074820,249093,2019-12-30,2020-01-05,2019,"1, 12",서울시
20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,1.8,2085764200,247045,2018-03-19,2018-03-25,2018,3,서울시
20189262,더 넌,2018-09-19,0.9,2231800095,246798,2018-10-01,2018-10-07,2018,10,서울시
20231041,댓글부대,2024-03-27,4.6,2436179788,243781,2024-04-15,2024-04-21,2024,4,서울시
20180523,스타 이즈 본,2018-10-09,2.8,2105568080,242390,2020-03-16,2020-03-22,2020,3,서울시
20198681,쥬만지: 넥스트 레벨,2019-12-11,4.4,2117510840,242020,2019-12-16,2019-12-22,2019,12,서울시
20196272,미드웨이,2019-12-31,2.4,2139193840,241328,2020-01-13,2020-01-19,2020,1,서울시
20204261,콰이어트 플레이스 2,2021-06-16,1.0,2448673780,241180,2021-07-12,2021-07-18,2021,7,서울시
20196601,항거:유관순 이야기,2019-02-27,2.3,1993491711,240815,2019-03-11,2019-03-17,2019,3,서울시
20197122,1947 보스톤,2023-09-27,0.9,2297921227,239999,2023-10-23,2023-10-29,2023,10,서울시
20199883,오케이 마담,2020-08-12,1.0,2163118200,238170,2020-09-14,2020-09-20,2020,9,서울시
20173694,지오스톰,2017-10-19,0.9,2091422714,237744,2017-10-30,2017-11-05,2017,"10, 11",서울시
20179281,컨택트,2017-02-02,2.7,2008859821,237073,2017-02-13,2017-02-19,2017,2,서울시
20183844,마이펫의 이중생활 2,2019-07-31,0.9,1903970535,235653,2019-08-19,2019-08-25,2019,8,서울시
20168323,염력,2018-01-31,3.9,1825283412,234984,2018-02-05,2018-02-11,2018,2,서울시
20190280,날씨의 아이,2019-10-30,1.5,1984789260,231718,2021-09-06,2021-09-12,2021,9,서울시
20181443,스카이스크래퍼,2018-07-11,0.7,2041123118,230356,2018-07-23,2018-07-29,2018,7,서울시
20183096,생일,2019-04-03,1.0,1964561040,230190,2019-04-22,2019-04-28,2019,4,서울시
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1.5,1913394125,229581,2017-05-29,2017-06-04,2017,"5, 6",서울시
20177946,월요일이 사라졌다,2018-02-22,4.7,1944589500,229567,2018-03-05,2018-03-11,2018,3,서울시
20193879,비공식작전,2023-08-02,1.1,2256169781,227449,2023-08-14,2023-08-20,2023,8,서울시
20196657,맨 인 블랙: 인터내셔널,2019-06-12,4.1,2079101290,225689,2019-06-17,2019-06-23,2019,6,서울시
20187322,"힘을 내요, 미스터 리",2019-09-11,5.4,1925645966,224237,2019-09-16,2019-09-22,2019,9,서울시
20182387,엑스맨: 다크 피닉스,2019-06-05,2.6,2121665280,221238,2019-06-10,2019-06-16,2019,6,서울시
20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,1.1,1868056084,218348,2017-04-10,2017-04-16,2017,4,서울시
20186321,퍼스트맨,2018-10-18,12.0,2146667389,218237,2018-10-22,2018-10-28,2018,10,서울시
20179696,그것,2017-09-06,2.8,1909769507,218066,2017-09-18,2017-09-24,2017,9,서울시
20226798,에브리씽 에브리웨어 올 앳 원스,2022-10-12,1.5,2347031510,217833,2023-10-09,2023-10-15,2023,10,서울시
20183813,결백,2020-06-10,3.0,1913230700,217626,2020-09-14,2020-09-20,2020,9,서울시
20184574,그린 북,2019-01-09,0.9,1865094621,217600,2019-03-18,2019-03-24,2019,3,서울시
20218764,씽2게더,2022-01-05,1.7,2092250520,217561,2022-02-14,2022-02-20,2022,2,서울시
20218364,랑종,2021-07-14,1.3,2263065190,217432,2021-08-02,2021-08-08,2021,8,서울시
20189783,챔피언,2018-05-01,0.8,1867235430,214799,2018-05-14,2018-05-20,2018,5,서울시
20235735,아쿠아맨과 로스트 킹덤,2023-12-20,1.5,2326321195,214776,2024-01-08,2024-01-14,2024,1,서울시
20170942,인랑,2018-07-25,1.4,1754035373,214546,2018-07-30,2018-08-05,2018,"7, 8",서울시
20182490,나랏말싸미,2019-07-24,2.2,1789352023,213950,2019-07-29,2019-08-04,2019,"7, 8",서울시
20188441,킹메이커,2022-01-26,0.6,2032161330,212763,2022-02-28,2022-03-06,2022,"2, 3",서울시
20247783,혹성탈출: 새로운 시대,2024-05-08,1.4,2276500265,210992,2024-05-27,2024-06-02,2024,"5, 6",서울시
20232273,인디아나 존스: 운명의 다이얼,2023-06-28,1.8,2176201100,208137,2023-07-10,2023-07-16,2023,7,서울시
20193601,장사리 : 잊혀진 영웅들,2019-09-25,1.1,1671416420,204953,2019-10-07,2019-10-13,2019,10,서울시
20226886,블랙 아담,2022-10-19,1.2,2236781320,204652,2022-11-07,2022-11-13,2022,11,서울시
20184483,퍼펙트맨,2019-10-02,0.6,1723392860,203812,2019-10-21,2019-10-27,2019,10,서울시
20161084,패신저스,2017-01-04,4.0,1719285418,203145,2017-01-09,2017-01-15,2017,1,서울시
20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,0.6,2175733315,202549,2024-07-01,2024-07-07,2024,7,서울시
20211200,언차티드,2022-02-16,2.3,2029209480,201158,2022-03-14,2022-03-20,2022,3,서울시
20198598,명탐정 피카츄,2019-05-09,1.9,1740728346,198342,2019-05-20,2019-05-26,2019,5,서울시
20219628,정직한 후보2,2022-09-28,0.8,1866371961,195562,2022-10-24,2022-10-30,2022,10,서울시
20231971,플래시,2023-06-14,1.8,2183681968,193750,2023-06-26,2023-07-02,2023,"6, 7",서울시
20198323,레드슈즈,2019-07-25,0.5,1324654750,191984,2019-09-02,2019-09-08,2019,9,서울시
20173202,버닝,2018-05-17,0.7,1731589898,190210,2018-06-04,2018-06-10,2018,6,서울시
20196244,샤잠!,2019-04-03,8.7,1737507987,189174,2019-04-08,2019-04-14,2019,4,서울시
20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,0.3,1617059450,188175,2019-07-01,2019-07-07,2019,7,서울시
20167363,히든 피겨스,2017-03-23,0.9,1539230833,188150,2017-04-24,2017-04-30,2017,4,서울시
20232536,명탐정코난: 흑철의 어영,2023-07-20,0.8,1843923846,187058,2023-11-27,2023-12-03,2023,"11, 12",서울시
20196264,유체이탈자,2021-11-24,1.0,1837145840,186998,2021-12-13,2021-12-19,2021,12,서울시
20179942,러빙 빈센트,2017-11-09,0.6,1509707261,185199,2017-12-18,2017-12-24,2017,12,서울시
20226489,리바운드,2023-04-05,0.6,1812637813,184540,2023-05-01,2023-05-07,2023,5,서울시
20169348,대립군,2017-05-31,3.0,1458895902,184489,2017-06-05,2017-06-11,2017,6,서울시
20217736,컨저링3: 악마가 시켰다,2021-06-03,0.6,1886993590,181510,2021-07-05,2021-07-11,2021,7,서울시
20189067,미쓰백,2018-10-11,1.6,1548023566,181318,2018-10-29,2018-11-04,2018,"10, 11",서울시
20205986,연애 빠진 로맨스,2021-11-24,0.5,1839614920,180439,2021-12-27,2022-01-02,2021,"1, 12",서울시
20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,2.9,1578870400,180294,2020-03-16,2020-03-22,2020,3,서울시
20168381,얼라이드,2017-01-11,1.0,1509102579,179866,2017-01-23,2017-01-29,2017,1,서울시
20177537,상류사회,2018-08-29,1.6,1496656263,178672,2018-09-10,2018-09-16,2018,9,서울시
20168688,레지던트 이블: 파멸의 날,2017-01-25,5.5,1543924415,177907,2017-01-30,2017-02-05,2017,"1, 2",서울시
20198429,자백,2022-10-26,2.6,1816388312,177801,2022-11-14,2022-11-20,2022,11,서울시
20235034,더 마블스,2023-11-08,2.1,1889376675,176913,2023-11-20,2023-11-26,2023,11,서울시
20217905,데시벨,2022-11-16,3.0,1797499387,176110,2022-11-28,2022-12-04,2022,"11, 12",서울시
20231839,인어공주,2023-05-24,0.8,1935741779,175990,2023-06-12,2023-06-18,2023,6,서울시
20184802,몬스터 호텔 3,2018-08-08,2.0,1343114400,174554,2018-08-20,2018-08-26,2018,8,서울시
20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,1.3,1505043810,174096,2018-10-22,2018-10-28,2018,10,서울시
20192982,애드 아스트라,2019-09-19,0.8,1585600910,173839,2019-09-30,2019-10-06,2019,"9, 10",서울시
20192696,발신제한,2021-06-23,1.2,1658472430,172710,2021-07-12,2021-07-18,2021,7,서울시
20200474,기적,2021-09-15,0.4,1513328140,171606,2021-11-08,2021-11-14,2021,11,서울시
20199842,인비저블맨,2020-02-26,5.1,1529215480,170669,2020-04-06,2020-04-12,2020,4,서울시
20191143,원더랜드,2024-06-05,0.9,1654292683,166940,2024-06-17,2024-06-23,2024,6,서울시
20223278,극장판 주술회전 0,2022-02-17,1.6,1739216800,166420,2022-04-25,2022-05-01,2022,"4, 5",서울시
20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,3.0,1638094987,165952,2023-01-23,2023-01-29,2023,1,서울시
20195462,스타워즈: 라이즈 오브 스카이워커,2020-01-08,0.7,1671033100,164986,2020-01-20,2020-01-26,2020,1,서울시
20214823,유령,2023-01-18,2.1,1714156527,164653,2023-02-06,2023-02-12,2023,2,서울시
20240983,명탐정 코난: 100만 달러의 펜타그램,2024-07-17,1.8,1680596660,164397,2024-08-05,2024-08-11,2024,8,서울시
20218391,보스 베이비 2,2021-07-21,0.9,1535500640,164008,2021-08-16,2021-08-22,2021,8,서울시
20219345,놉,2022-08-17,0.9,1945245058,163645,2022-09-05,2022-09-11,2022,9,서울시
20215850,고질라 VS. 콩,2021-03-25,5.0,1672403360,161554,2021-04-12,2021-04-18,2021,4,서울시
20211937,귀공자,2023-06-21,0.6,1610322758,161245,2023-07-10,2023-07-16,2023,7,서울시
20208962,대외비,2023-03-01,2.1,1615558648,161063,2023-03-13,2023-03-19,2023,3,서울시
20232025,트랜스포머: 비스트의 서막,2023-06-06,1.1,1719265280,160724,2023-06-19,2023-06-25,2023,6,서울시
20177005,레슬러,2018-05-09,0.5,1398190757,160322,2018-05-21,2018-05-27,2018,5,서울시
20199882,경관의 피,2022-01-05,1.4,1597392390,158224,2022-01-24,2022-01-30,2022,1,서울시
20192804,그것: 두 번째 이야기,2019-09-04,1.6,1380630607,154185,2019-09-16,2019-09-22,2019,9,서울시
20192567,원더 우먼 1984,2020-12-23,1.4,1451626650,153960,2021-01-18,2021-01-24,2021,1,서울시
20210864,엔칸토: 마법의 세계,2021-11-24,0.7,1532467270,153358,2021-12-27,2022-01-02,2021,"1, 12",서울시
20247811,콰이어트 플레이스: 첫째 날,2024-06-26,1.9,1565502492,153098,2024-07-08,2024-07-14,2024,7,서울시
20196670,나쁜 녀석들: 포에버,2020-01-15,1.3,1409805390,152709,2020-01-27,2020-02-02,2020,"1, 2",서울시
20158485,옥자,2017-06-29,1.3,1266229600,152406,2017-07-17,2017-07-23,2017,7,서울시
20181788,콰이어트 플레이스,2018-04-12,0.9,1345487249,150451,2018-04-23,2018-04-29,2018,4,서울시
20158047,발레리안: 천 개 행성의 도시,2017-08-30,4.4,1256346208,149053,2017-09-04,2017-09-10,2017,9,서울시
20159647,리얼,2017-06-28,2.0,1077274730,146925,2017-07-03,2017-07-09,2017,7,서울시
20156554,물괴,2018-09-12,1.9,1268325654,143734,2018-09-17,2018-09-23,2018,9,서울시
20197283,이스케이프 룸,2019-03-14,5.5,1304107484,142664,2019-03-18,2019-03-24,2019,3,서울시
20185161,나를 찾아줘,2019-11-27,3.2,1169879620,141635,2019-12-02,2019-12-08,2019,12,서울시
20182544,글래스,2019-01-17,3.5,1361551542,141182,2019-01-21,2019-01-27,2019,1,서울시
20239573,서치 2,2023-02-22,3.1,1386051437,139053,2023-03-06,2023-03-12,2023,3,서울시
20190299,이상한 나라의 수학자,2022-03-09,2.3,1344215450,139001,2022-04-04,2022-04-10,2022,4,서울시
20151227,아빠는 딸,2017-04-12,2.2,1134469895,138880,2017-04-24,2017-04-30,2017,4,서울시
20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,2.2,1375788259,137545,2024-01-15,2024-01-21,2024,1,서울시
20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,1.0,1435872756,136760,2022-11-14,2022-11-20,2022,11,서울시
20202247,싱글 인 서울,2023-11-29,0.6,1326119922,135964,2023-12-18,2023-12-24,2023,12,서울시
20169643,침묵,2017-11-02,5.3,1115432064,134825,2017-11-06,2017-11-12,2017,11,서울시
20163580,그레이트 월,2017-02-15,3.2,1227564858,134332,2017-02-20,2017-02-26,2017,2,서울시
20182352,"그날, 바다",2018-04-12,0.5,1139370400,134293,2018-05-07,2018-05-13,2018,5,서울시
20218935,더 문,2023-08-02,3.4,1465154195,134256,2023-08-07,2023-08-13,2023,8,서울시
20204431,모비우스,2022-03-30,1.0,1382148670,134179,2022-04-18,2022-04-24,2022,4,서울시
20231677,남은 인생 10년,2023-05-24,1.4,1405508792,133984,2024-05-13,2024-05-19,2024,5,서울시
20194456,양자물리학,2019-09-25,2.8,1111685280,133106,2019-09-30,2019-10-06,2019,"9, 10",서울시
20174369,변산,2018-07-04,0.9,1114712073,133014,2018-07-16,2018-07-22,2018,7,서울시
20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,0.9,1051143100,132274,2017-12-25,2017-12-31,2017,12,서울시
20208911,탈출: 프로젝트 사일런스,2024-07-12,1.3,1335259006,132062,2024-07-22,2024-07-28,2024,7,서울시
20171381,라이프,2017-04-05,4.6,1117031310,130789,2017-04-10,2017-04-16,2017,4,서울시
20161744,트롤,2017-02-16,2.7,1007368100,130057,2017-02-27,2017-03-05,2017,"2, 3",서울시
20154908,7년의 밤,2018-03-28,2.4,1015275724,129443,2018-04-02,2018-04-08,2018,4,서울시
20224634,그대가 조국,2022-05-25,0.5,1228968280,128951,2022-06-13,2022-06-19,2022,6,서울시
20193068,비와 당신의 이야기,2021-04-28,1.6,1147542800,128739,2021-05-31,2021-06-06,2021,"5, 6",서울시
20229551,상견니,2023-01-25,0.6,1311518781,128611,2024-01-29,2024-02-04,2024,"1, 2",서울시
20189843,호두까기 인형과 4개의 왕국,2018-12-06,1.3,1093601800,128280,2018-12-17,2018-12-23,2018,12,서울시
20234045,설계자,2024-05-29,6.9,1217683211,127949,2024-06-03,2024-06-09,2024,6,서울시
20174585,메리와 마녀의 꽃,2017-12-07,4.2,1016772939,126956,2017-12-11,2017-12-17,2017,12,서울시
20180564,툼레이더,2018-03-08,4.9,1105734962,126098,2018-03-12,2018-03-18,2018,3,서울시
20205106,압꾸정,2022-11-30,1.0,1212224118,126090,2022-12-12,2022-12-18,2022,12,서울시
20178522,콜 미 바이 유어 네임,2018-03-22,0.9,1081988608,125905,2020-06-22,2020-06-28,2020,6,서울시
20217845,더 수어사이드 스쿼드,2021-08-04,1.2,1360081420,125505,2021-08-23,2021-08-29,2021,8,서울시
20191243,장르만 로맨스,2021-11-17,2.7,1264850670,124586,2021-11-29,2021-12-05,2021,"11, 12",서울시
20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,0.5,997054810,124448,2019-05-13,2019-05-19,2019,5,서울시
20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,0.9,1054394020,124353,2019-10-07,2019-10-13,2019,10,서울시
20174801,내 사랑,2017-07-12,0.6,933583625,124081,2017-08-07,2017-08-13,2017,8,서울시
20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,1.2,961647900,123546,2018-08-06,2018-08-12,2018,8,서울시
20185985,광대들: 풍문조작단,2019-08-21,3.4,1042009358,122741,2019-08-26,2019-09-01,2019,"8, 9",서울시
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,1.4,1132923160,121662,2020-02-17,2020-02-23,2020,2,서울시
20177181,47 미터,2017-07-19,1.7,1011307957,121519,2017-07-24,2017-07-30,2017,7,서울시
20193665,47미터 2,2019-08-28,6.1,1013873963,120202,2019-09-02,2019-09-08,2019,9,서울시
20224598,동감,2022-11-16,2.1,1195508029,120089,2022-11-28,2022-12-04,2022,"11, 12",서울시
20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,2.0,1591576400,119848,2023-03-20,2023-03-26,2023,3,서울시
20217950,킬러의 보디가드 2,2021-06-23,0.3,1188959740,119599,2021-08-09,2021-08-15,2021,8,서울시
20177501,플립,2017-07-12,0.5,992612200,118974,2017-07-31,2017-08-06,2017,"7, 8",서울시
20191048,온워드: 단 하루의 기적,2020-06-17,0.9,1073090600,118131,2020-07-20,2020-07-26,2020,7,서울시
20178126,인시디어스4: 라스트 키,2018-01-31,5.2,920689564,115033,2018-02-05,2018-02-11,2018,2,서울시
20167716,트리플 엑스 리턴즈,2017-02-08,2.5,1002139395,114359,2017-02-13,2017-02-19,2017,2,서울시
20168282,블레이드 러너 2049,2017-10-12,4.0,1044380265,114040,2017-10-16,2017-10-22,2017,10,서울시
20188421,미스터 주: 사라진 VIP,2020-01-22,4.1,967172580,113495,2020-01-27,2020-02-02,2020,"1, 2",서울시
20161723,싱글라이더,2017-02-22,2.3,900442821,113206,2017-02-27,2017-03-05,2017,"2, 3",서울시
20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,0.7,1402498700,112844,2024-03-04,2024-03-10,2024,3,서울시
20185124,러브 유어셀프 인 서울,2019-01-26,1.3,1090468000,112697,2019-02-04,2019-02-10,2019,2,서울시
20173961,킹 아서: 제왕의 검,2017-05-17,1.9,949792855,112219,2017-05-22,2017-05-28,2017,5,서울시
20225237,명탐정 코난: 할로윈의 신부,2022-07-13,1.8,1217408210,111297,2022-08-29,2022-09-04,2022,"8, 9",서울시
20215315,스위치,2023-01-04,0.7,1043972038,110780,2023-01-23,2023-01-29,2023,1,서울시
20197863,침입자,2020-06-04,5.3,1014810060,109501,2020-06-15,2020-06-21,2020,6,서울시
20171024,너의 췌장을 먹고 싶어,2017-10-25,2.7,893284100,109183,2017-11-06,2017-11-12,2017,11,서울시
20192986,프리 가이 ,2021-08-11,1.5,1139072570,108991,2021-08-30,2021-09-05,2021,"8, 9",서울시
20183584,메가로돈,2018-08-15,2.0,974004897,108455,2018-08-20,2018-08-26,2018,8,서울시
20177541,아메리칸 메이드,2017-09-14,5.0,885475445,107710,2017-09-18,2017-09-24,2017,9,서울시
20184845,미드나잇 선,2018-06-21,1.4,909651000,107649,2018-07-16,2018-07-22,2018,7,서울시
20223839,버즈 라이트이어,2022-06-15,0.2,1194686050,107361,2022-07-04,2022-07-10,2022,7,서울시
20190324,3일의 휴가,2023-12-06,1.5,1016451854,106492,2023-12-18,2023-12-24,2023,12,서울시
20192300,스파이 지니어스 ,2020-01-22,5.4,934002780,106389,2020-01-27,2020-02-02,2020,"1, 2",서울시
20193807,예스터데이,2019-09-18,3.7,922279370,105809,2019-09-23,2019-09-29,2019,9,서울시
20216703,더 스파이,2021-04-28,2.2,988629850,105508,2021-05-17,2021-05-23,2021,5,서울시
20183003,서복,2021-04-15,5.8,989085650,105120,2021-04-26,2021-05-02,2021,"4, 5",서울시
20235030,프레디의 피자가게,2023-11-15,0.5,1062073314,105092,2023-12-04,2023-12-10,2023,12,서울시
20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,2.2,864295700,104343,2018-02-19,2018-02-25,2018,2,서울시
20175522,카3: 새로운 도전,2017-07-13,0.6,821520701,103562,2017-07-24,2017-07-30,2017,7,서울시
20195915,해피 데스데이 2 유,2019-02-14,2.8,886734860,103530,2019-02-18,2019-02-24,2019,2,서울시
20184482,국제수사,2020-09-29,1.0,864680360,102849,2020-11-30,2020-12-06,2020,"11, 12",서울시
20191183,제미니 맨,2019-10-09,2.9,918439460,102793,2019-10-14,2019-10-20,2019,10,서울시
20198461,리멤버,2022-10-26,1.9,1017437413,102653,2022-11-07,2022-11-13,2022,11,서울시
20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,0.6,1066328582,102518,2023-05-29,2023-06-04,2023,"5, 6",서울시
20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,1.6,1108471721,101706,2024-04-08,2024-04-14,2024,4,서울시
20223896,거미집,2023-09-27,2.4,989217584,101565,2023-10-09,2023-10-15,2023,10,서울시
20197434,자산어보,2021-03-31,1.2,906632180,101542,2021-04-26,2021-05-02,2021,"4, 5",서울시
20211472,늑대사냥,2022-09-21,5.5,1036984896,100522,2022-09-26,2022-10-02,2022,"9, 10",서울시
20182421,그린치,2018-12-19,3.0,805663800,99933,2018-12-24,2018-12-30,2018,12,서울시
20183773,장난스런 키스,2019-03-27,3.9,845613518,99559,2019-04-08,2019-04-14,2019,4,서울시
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1.8,830353300,99404,2019-12-30,2020-01-05,2019,"1, 12",서울시
20178501,니 부모 얼굴이 보고 싶다,2022-04-27,0.5,913708940,98153,2022-06-20,2022-06-26,2022,6,서울시
20151230,원라인,2017-03-29,3.9,780792633,98063,2017-04-03,2017-04-09,2017,4,서울시
20192354,특송,2022-01-12,1.7,907872670,97954,2022-01-24,2022-01-30,2022,1,서울시
20219331,여름날 우리,2021-08-25,0.9,969135620,97793,2023-07-24,2023-07-30,2023,7,서울시
20161762,반드시 잡는다,2017-11-29,3.5,759914672,97585,2017-12-04,2017-12-10,2017,12,서울시
20176947,원더,2017-12-27,0.9,762114289,97173,2018-01-22,2018-01-28,2018,1,서울시
20199951,애나벨 집으로,2019-06-26,1.0,837099290,97067,2019-07-08,2019-07-14,2019,7,서울시
20188462,감쪽같은 그녀,2019-12-04,0.4,749285980,96786,2019-12-16,2019-12-22,2019,12,서울시
20193275,브링 더 소울 : 더 무비,2019-08-07,1.3,893535270,95813,2019-08-12,2019-08-18,2019,8,서울시
20200622,소년들,2023-11-01,2.8,926407754,95329,2023-11-13,2023-11-19,2023,11,서울시
20180825,미성년,2019-04-11,0.3,825097900,94685,2019-04-29,2019-05-05,2019,"4, 5",서울시
20185081,아이 필 프리티,2018-06-06,1.2,853294100,94151,2018-06-25,2018-07-01,2018,"6, 7",서울시
20216685,루카,2021-06-17,1.1,907708900,94050,2021-07-05,2021-07-11,2021,7,서울시
20247397,존 오브 인터레스트,2024-06-05,1.1,951960123,93555,2024-07-01,2024-07-07,2024,7,서울시
20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,2.0,973130663,93449,2023-04-10,2023-04-16,2023,4,서울시
20170124,명탐정 코난:진홍의 연가,2017-08-02,1.2,696500000,92670,2017-08-07,2017-08-13,2017,8,서울시
20194424,소리도 없이,2020-10-15,0.7,837444090,92645,2020-11-02,2020-11-08,2020,11,서울시
20180937,더 페이버릿: 여왕의 여자,2019-02-21,0.7,787638636,92392,2019-03-18,2019-03-24,2019,3,서울시
20165927,문라이트,2017-02-22,1.4,756508695,92033,2017-03-13,2017-03-19,2017,3,서울시
20196025,덤보,2019-03-27,4.0,788504262,91915,2019-04-01,2019-04-07,2019,4,서울시
20156708,석조저택 살인사건,2017-05-09,1.5,759096286,91630,2017-05-15,2017-05-21,2017,5,서울시
20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,0.8,709995400,91622,2018-01-01,2018-01-07,2018,1,서울시
20199500,뜨거운 피,2022-03-23,0.2,857710910,90618,2022-05-23,2022-05-29,2022,5,서울시
20168754,7호실,2017-11-15,2.0,729278039,90584,2017-11-20,2017-11-26,2017,11,서울시
20164424,대장 김창수,2017-10-19,1.8,714219615,90040,2017-10-23,2017-10-29,2017,10,서울시
20167903,원더풀 고스트,2018-09-26,0.9,762950400,89569,2018-10-01,2018-10-07,2018,10,서울시
20181983,이웃사촌,2020-11-25,1.2,761326270,89555,2020-12-21,2020-12-27,2020,12,서울시
20172469,허스토리,2018-06-27,1.0,685014349,89525,2018-07-09,2018-07-15,2018,7,서울시
